StratumID,TransitionGroupID,Amount
Northeastern Highlands,Fire: Low Severity [Type],0.8
Northeastern Highlands,Fire: Medium Severity [Type],0.2
Northern Allegheny Plateau,Fire: High Severity [Type],0.111111111
Northern Allegheny Plateau,Fire: Low Severity [Type],0.555555556
Northern Allegheny Plateau,Fire: Medium Severity [Type],0.333333333
Northern Basin and Range,Fire: High Severity [Type],0.046160254
Northern Basin and Range,Fire: Low Severity [Type],0.729135111
Northern Basin and Range,Fire: Medium Severity [Type],0.224704635
Northern Glaciated Plains,Fire: High Severity [Type],0.018050542
Northern Glaciated Plains,Fire: Low Severity [Type],0.945848375
Northern Glaciated Plains,Fire: Medium Severity [Type],0.036101083
Northern Lakes and Forests,Fire: High Severity [Type],0.203463203
Northern Lakes and Forests,Fire: Low Severity [Type],0.624458874
Northern Lakes and Forests,Fire: Medium Severity [Type],0.172077922
Northern Minnesota Wetlands,Fire: High Severity [Type],0.01497006
Northern Minnesota Wetlands,Fire: Low Severity [Type],0.916167665
Northern Minnesota Wetlands,Fire: Medium Severity [Type],0.068862275
Northern Piedmont,Fire: High Severity [Type],0
Northern Piedmont,Fire: Low Severity [Type],1
Northern Piedmont,Fire: Medium Severity [Type],0
Northern Rockies,Fire: High Severity [Type],0.119870092
Northern Rockies,Fire: Low Severity [Type],0.666961913
Northern Rockies,Fire: Medium Severity [Type],0.213167995
Northwestern Glaciated Plains,Fire: High Severity [Type],0.018036072
Northwestern Glaciated Plains,Fire: Low Severity [Type],0.904809619
Northwestern Glaciated Plains,Fire: Medium Severity [Type],0.077154309
Northwestern Great Plains,Fire: High Severity [Type],0.067068337
Northwestern Great Plains,Fire: Low Severity [Type],0.679958776
Northwestern Great Plains,Fire: Medium Severity [Type],0.252972887
Ouachita Mountains,Fire: High Severity [Type],0.015917402
Ouachita Mountains,Fire: Low Severity [Type],0.921703592
Ouachita Mountains,Fire: Medium Severity [Type],0.062379006
Ozark Highlands,Fire: High Severity [Type],0.010477787
Ozark Highlands,Fire: Low Severity [Type],0.906538139
Ozark Highlands,Fire: Medium Severity [Type],0.082984074
Piedmont,Fire: High Severity [Type],0.008826775
Piedmont,Fire: Low Severity [Type],0.89481427
Piedmont,Fire: Medium Severity [Type],0.096358955
Puget Lowland,Fire: High Severity [Type],0
Puget Lowland,Fire: Low Severity [Type],1
Puget Lowland,Fire: Medium Severity [Type],0
Ridge and Valley,Fire: High Severity [Type],0.040296925
Ridge and Valley,Fire: Low Severity [Type],0.825026511
Ridge and Valley,Fire: Medium Severity [Type],0.134676564
Sierra Nevada,Fire: High Severity [Type],0.18502907
Sierra Nevada,Fire: Low Severity [Type],0.585465116
Sierra Nevada,Fire: Medium Severity [Type],0.229505814
Snake River Plain,Fire: High Severity [Type],0.017689797
Snake River Plain,Fire: Low Severity [Type],0.851005581
Snake River Plain,Fire: Medium Severity [Type],0.131304623
Sonoran Basin and Range,Fire: High Severity [Type],0.023411371
Sonoran Basin and Range,Fire: Low Severity [Type],0.895763657
Sonoran Basin and Range,Fire: Medium Severity [Type],0.080824972
South Central Plains,Fire: High Severity [Type],0.034978942
South Central Plains,Fire: Low Severity [Type],0.57569022
South Central Plains,Fire: Medium Severity [Type],0.389330838
Southeastern Plains,Fire: High Severity [Type],0.006720978
Southeastern Plains,Fire: Low Severity [Type],0.9200611
Southeastern Plains,Fire: Medium Severity [Type],0.073217923
Southeastern Wisconsin Till Plains,Fire: High Severity [Type],0.018867925
Southeastern Wisconsin Till Plains,Fire: Low Severity [Type],0.91509434
Southeastern Wisconsin Till Plains,Fire: Medium Severity [Type],0.066037736
Southern California Mountains,Fire: High Severity [Type],0.291377876
Southern California Mountains,Fire: Low Severity [Type],0.422511783
Southern California Mountains,Fire: Medium Severity [Type],0.286110341
Southern California/Northern Baja Coast,Fire: High Severity [Type],0.166535896
Southern California/Northern Baja Coast,Fire: Low Severity [Type],0.58866222
Southern California/Northern Baja Coast,Fire: Medium Severity [Type],0.244801883
Southern Coastal Plain,Fire: High Severity [Type],0.029548718
Southern Coastal Plain,Fire: Low Severity [Type],0.818442926
Southern Coastal Plain,Fire: Medium Severity [Type],0.152008355
Southern Florida Coastal Plain,Fire: High Severity [Type],0.013209121
Southern Florida Coastal Plain,Fire: Low Severity [Type],0.828976641
Southern Florida Coastal Plain,Fire: Medium Severity [Type],0.157814238
Southern Michigan/Northern Indiana Drift Plains,Fire: High Severity [Type],0
Southern Michigan/Northern Indiana Drift Plains,Fire: Low Severity [Type],0.9
Southern Michigan/Northern Indiana Drift Plains,Fire: Medium Severity [Type],0.1
Southern Rockies,Fire: High Severity [Type],0.180551686
Southern Rockies,Fire: Low Severity [Type],0.593062134
Southern Rockies,Fire: Medium Severity [Type],0.22638618
Southern Texas Plains,Fire: High Severity [Type],0.002695418
Southern Texas Plains,Fire: Low Severity [Type],0.822102426
Southern Texas Plains,Fire: Medium Severity [Type],0.175202156
Southwestern Appalachians,Fire: High Severity [Type],0.007722008
Southwestern Appalachians,Fire: Low Severity [Type],0.922779923
Southwestern Appalachians,Fire: Medium Severity [Type],0.069498069
Southwestern Tablelands,Fire: High Severity [Type],0.01643408
Southwestern Tablelands,Fire: Low Severity [Type],0.844748439
Southwestern Tablelands,Fire: Medium Severity [Type],0.138817481
Texas Blackland Prairies,Fire: High Severity [Type],0.119047619
Texas Blackland Prairies,Fire: Low Severity [Type],0.738095238
Texas Blackland Prairies,Fire: Medium Severity [Type],0.142857143
Wasatch and Uinta Mountains,Fire: High Severity [Type],0.17472402
Wasatch and Uinta Mountains,Fire: Low Severity [Type],0.611343738
Wasatch and Uinta Mountains,Fire: Medium Severity [Type],0.213932242
Western Allegheny Plateau,Fire: High Severity [Type],0.010989011
Western Allegheny Plateau,Fire: Low Severity [Type],0.89010989
Western Allegheny Plateau,Fire: Medium Severity [Type],0.098901099
Western Corn Belt Plains,Fire: High Severity [Type],0.018817204
Western Corn Belt Plains,Fire: Low Severity [Type],0.930107527
Western Corn Belt Plains,Fire: Medium Severity [Type],0.051075269
Western Gulf Coastal Plain,Fire: High Severity [Type],0.165706338
Western Gulf Coastal Plain,Fire: Low Severity [Type],0.531094774
Western Gulf Coastal Plain,Fire: Medium Severity [Type],0.303198887
Willamette Valley,Fire: High Severity [Type],0
Willamette Valley,Fire: Low Severity [Type],0.75
Willamette Valley,Fire: Medium Severity [Type],0.25
Wyoming Basin,Fire: High Severity [Type],0.091656131
Wyoming Basin,Fire: Low Severity [Type],0.697850822
Wyoming Basin,Fire: Medium Severity [Type],0.210493047
