StratumID,DistributionTypeID,ExternalVariableTypeID,ExternalVariableMin,ExternalVariableMax,Amount
Northern Basin and Range,Insect,Insect,2002,2002,3900
Northern Glaciated Plains,Insect,Insect,2002,2002,0
Northern Lakes and Forests,Insect,Insect,2002,2002,0
Northern Minnesota Wetlands,Insect,Insect,2002,2002,0
Northern Piedmont,Insect,Insect,2002,2002,0
Northern Rockies,Insect,Insect,2002,2002,218800
Northwestern Glaciated Plains,Insect,Insect,2002,2002,0
Northwestern Great Plains,Insect,Insect,2002,2002,2100
Ouachita Mountains,Insect,Insect,2002,2002,6000
Ozark Highlands,Insect,Insect,2002,2002,100
Piedmont,Insect,Insect,2002,2002,3100
Puget Lowland,Insect,Insect,2002,2002,5400
Ridge and Valley,Insect,Insect,2002,2002,2200
Sierra Nevada,Insect,Insect,2002,2002,198500
Snake River Plain,Insect,Insect,2002,2002,0
Sonoran Basin and Range,Insect,Insect,2002,2002,1800
South Central Plains,Insect,Insect,2002,2002,2800
Southeastern Plains,Insect,Insect,2002,2002,300
Southeastern Wisconsin Till Plains,Insect,Insect,2002,2002,0
Southern California Mountains,Insect,Insect,2002,2002,20300
Southern California/Northern Baja Coast,Insect,Insect,2002,2002,5300
Southern Coastal Plain,Insect,Insect,2002,2002,1100
Southern Florida Coastal Plain,Insect,Insect,2002,2002,0
Southern Michigan/Northern Indiana Drift Plains,Insect,Insect,2002,2002,0
Southern Rockies,Insect,Insect,2002,2002,290600
Southern Texas Plains,Insect,Insect,2002,2002,0
Southwestern Appalachians,Insect,Insect,2002,2002,1200
Southwestern Tablelands,Insect,Insect,2002,2002,17000
Texas Blackland Prairies,Insect,Insect,2002,2002,0
Wasatch and Uinta Mountains,Insect,Insect,2002,2002,37900
Western Allegheny Plateau,Insect,Insect,2002,2002,400
Western Corn Belt Plains,Insect,Insect,2002,2002,0
Western Gulf Coastal Plain,Insect,Insect,2002,2002,0
Willamette Valley,Insect,Insect,2002,2002,1600
Wyoming Basin,Insect,Insect,2002,2002,800
Acadian Plains and Hills,Insect,Insect,2003,2003,7100
Arizona/New Mexico Mountains,Insect,Insect,2003,2003,563700
Arizona/New Mexico Plateau,Insect,Insect,2003,2003,295500
Arkansas Valley,Insect,Insect,2003,2003,0
Atlantic Coastal Pine Barrens,Insect,Insect,2003,2003,0
Blue Mountains,Insect,Insect,2003,2003,143600
Blue Ridge,Insect,Insect,2003,2003,1500
Boston Mountains,Insect,Insect,2003,2003,5000
Canadian Rockies,Insect,Insect,2003,2003,14200
Cascades,Insect,Insect,2003,2003,290400
Central Appalachians,Insect,Insect,2003,2003,600
Central Basin and Range,Insect,Insect,2003,2003,236800
Central California Foothills and Coastal Mountains,Insect,Insect,2003,2003,1300
Central California Valley,Insect,Insect,2003,2003,0
Central Corn Belt Plains,Insect,Insect,2003,2003,0
Central Great Plains,Insect,Insect,2003,2003,0
Central Irregular Plains,Insect,Insect,2003,2003,0
Chihuahuan Deserts,Insect,Insect,2003,2003,0
Coast Range,Insect,Insect,2003,2003,44300
Colorado Plateaus,Insect,Insect,2003,2003,334700
Columbia Plateau,Insect,Insect,2003,2003,8200
Cross Timbers,Insect,Insect,2003,2003,0
Driftless Area,Insect,Insect,2003,2003,0
East Central Texas Plains,Insect,Insect,2003,2003,0
Eastern Cascades Slopes and Foothills,Insect,Insect,2003,2003,304900
Eastern Corn Belt Plains,Insect,Insect,2003,2003,0
Eastern Great Lakes Lowlands,Insect,Insect,2003,2003,300
Edwards Plateau,Insect,Insect,2003,2003,0
Erie Drift Plain,Insect,Insect,2003,2003,100
Flint Hills,Insect,Insect,2003,2003,0
High Plains,Insect,Insect,2003,2003,7300
Huron/Erie Lake Plains,Insect,Insect,2003,2003,0
Idaho Batholith,Insect,Insect,2003,2003,146600
Interior Plateau,Insect,Insect,2003,2003,0
Interior River Valleys and Hills,Insect,Insect,2003,2003,0
Klamath Mountains/California High North Coast Range,Insect,Insect,2003,2003,94400
Lake Agassiz Plain,Insect,Insect,2003,2003,0
Madrean Archipelago,Insect,Insect,2003,2003,8000
Middle Atlantic Coastal Plain,Insect,Insect,2003,2003,2000
Middle Rockies,Insect,Insect,2003,2003,278800
Mississippi Alluvial Plain,Insect,Insect,2003,2003,0
Mississippi Valley Loess Plains,Insect,Insect,2003,2003,0
Mojave Basin and Range,Insect,Insect,2003,2003,28900
Nebraska Sand Hills,Insect,Insect,2003,2003,1500
North Cascades,Insect,Insect,2003,2003,90800
North Central Appalachians,Insect,Insect,2003,2003,700
North Central Hardwood Forests,Insect,Insect,2003,2003,0
Northeastern Coastal Zone,Insect,Insect,2003,2003,200
Northeastern Highlands,Insect,Insect,2003,2003,29600
Northern Allegheny Plateau,Insect,Insect,2003,2003,1500
Northern Basin and Range,Insect,Insect,2003,2003,5000
Northern Glaciated Plains,Insect,Insect,2003,2003,0
Northern Lakes and Forests,Insect,Insect,2003,2003,0
Northern Minnesota Wetlands,Insect,Insect,2003,2003,0
Northern Piedmont,Insect,Insect,2003,2003,0
Northern Rockies,Insect,Insect,2003,2003,285900
Northwestern Glaciated Plains,Insect,Insect,2003,2003,200
Northwestern Great Plains,Insect,Insect,2003,2003,3300
Ouachita Mountains,Insect,Insect,2003,2003,100
Ozark Highlands,Insect,Insect,2003,2003,2100
Piedmont,Insect,Insect,2003,2003,600
Puget Lowland,Insect,Insect,2003,2003,16100
Ridge and Valley,Insect,Insect,2003,2003,600
Sierra Nevada,Insect,Insect,2003,2003,433500
Snake River Plain,Insect,Insect,2003,2003,200
Sonoran Basin and Range,Insect,Insect,2003,2003,17800
South Central Plains,Insect,Insect,2003,2003,200
Southeastern Plains,Insect,Insect,2003,2003,300
Southeastern Wisconsin Till Plains,Insect,Insect,2003,2003,0
Southern California Mountains,Insect,Insect,2003,2003,222100
Southern California/Northern Baja Coast,Insect,Insect,2003,2003,200
Southern Coastal Plain,Insect,Insect,2003,2003,2400
Southern Florida Coastal Plain,Insect,Insect,2003,2003,0
Southern Michigan/Northern Indiana Drift Plains,Insect,Insect,2003,2003,0
Southern Rockies,Insect,Insect,2003,2003,626400
Southern Texas Plains,Insect,Insect,2003,2003,0
Southwestern Appalachians,Insect,Insect,2003,2003,500
Southwestern Tablelands,Insect,Insect,2003,2003,55100
Texas Blackland Prairies,Insect,Insect,2003,2003,0
Wasatch and Uinta Mountains,Insect,Insect,2003,2003,76300
Western Allegheny Plateau,Insect,Insect,2003,2003,300
Western Corn Belt Plains,Insect,Insect,2003,2003,0
Western Gulf Coastal Plain,Insect,Insect,2003,2003,0
Willamette Valley,Insect,Insect,2003,2003,2000
Wyoming Basin,Insect,Insect,2003,2003,2700
Acadian Plains and Hills,Insect,Insect,2004,2004,1300
Arizona/New Mexico Mountains,Insect,Insect,2004,2004,94000
Arizona/New Mexico Plateau,Insect,Insect,2004,2004,15200
Arkansas Valley,Insect,Insect,2004,2004,0
Atlantic Coastal Pine Barrens,Insect,Insect,2004,2004,0
Blue Mountains,Insect,Insect,2004,2004,161900
Blue Ridge,Insect,Insect,2004,2004,1700
Boston Mountains,Insect,Insect,2004,2004,0
Canadian Rockies,Insect,Insect,2004,2004,30300
Cascades,Insect,Insect,2004,2004,236800
Central Appalachians,Insect,Insect,2004,2004,100
Central Basin and Range,Insect,Insect,2004,2004,359100
Central California Foothills and Coastal Mountains,Insect,Insect,2004,2004,5000
Central California Valley,Insect,Insect,2004,2004,0
Central Corn Belt Plains,Insect,Insect,2004,2004,0
Central Great Plains,Insect,Insect,2004,2004,0
Central Irregular Plains,Insect,Insect,2004,2004,0
Chihuahuan Deserts,Insect,Insect,2004,2004,0
Coast Range,Insect,Insect,2004,2004,38900
Colorado Plateaus,Insect,Insect,2004,2004,256700
Columbia Plateau,Insect,Insect,2004,2004,7700
Cross Timbers,Insect,Insect,2004,2004,0
Driftless Area,Insect,Insect,2004,2004,0
East Central Texas Plains,Insect,Insect,2004,2004,0
Eastern Cascades Slopes and Foothills,Insect,Insect,2004,2004,235200
Eastern Corn Belt Plains,Insect,Insect,2004,2004,0
Eastern Great Lakes Lowlands,Insect,Insect,2004,2004,2200
Edwards Plateau,Insect,Insect,2004,2004,0
Erie Drift Plain,Insect,Insect,2004,2004,1600
Flint Hills,Insect,Insect,2004,2004,0
High Plains,Insect,Insect,2004,2004,4200
Huron/Erie Lake Plains,Insect,Insect,2004,2004,0
Idaho Batholith,Insect,Insect,2004,2004,256700
Interior Plateau,Insect,Insect,2004,2004,0
Interior River Valleys and Hills,Insect,Insect,2004,2004,0
Klamath Mountains/California High North Coast Range,Insect,Insect,2004,2004,70600
Lake Agassiz Plain,Insect,Insect,2004,2004,0
Madrean Archipelago,Insect,Insect,2004,2004,1400
Middle Atlantic Coastal Plain,Insect,Insect,2004,2004,3300
Middle Rockies,Insect,Insect,2004,2004,429200
Mississippi Alluvial Plain,Insect,Insect,2004,2004,0
Mississippi Valley Loess Plains,Insect,Insect,2004,2004,0
Mojave Basin and Range,Insect,Insect,2004,2004,2800
Nebraska Sand Hills,Insect,Insect,2004,2004,2900
North Cascades,Insect,Insect,2004,2004,92800
North Central Appalachians,Insect,Insect,2004,2004,100
North Central Hardwood Forests,Insect,Insect,2004,2004,0
Northeastern Coastal Zone,Insect,Insect,2004,2004,1300
Northeastern Highlands,Insect,Insect,2004,2004,85700
Northern Allegheny Plateau,Insect,Insect,2004,2004,1300
Northern Basin and Range,Insect,Insect,2004,2004,23700
Northern Glaciated Plains,Insect,Insect,2004,2004,0
Northern Lakes and Forests,Insect,Insect,2004,2004,0
Northern Minnesota Wetlands,Insect,Insect,2004,2004,0
Northern Piedmont,Insect,Insect,2004,2004,0
Northern Rockies,Insect,Insect,2004,2004,317100
Northwestern Glaciated Plains,Insect,Insect,2004,2004,0
Northwestern Great Plains,Insect,Insect,2004,2004,4900
Ouachita Mountains,Insect,Insect,2004,2004,0
Ozark Highlands,Insect,Insect,2004,2004,0
Piedmont,Insect,Insect,2004,2004,900
Puget Lowland,Insect,Insect,2004,2004,11700
Ridge and Valley,Insect,Insect,2004,2004,2200
Sierra Nevada,Insect,Insect,2004,2004,327200
Snake River Plain,Insect,Insect,2004,2004,400
Sonoran Basin and Range,Insect,Insect,2004,2004,0
South Central Plains,Insect,Insect,2004,2004,0
Southeastern Plains,Insect,Insect,2004,2004,1000
Southeastern Wisconsin Till Plains,Insect,Insect,2004,2004,0
Southern California Mountains,Insect,Insect,2004,2004,65500
Southern California/Northern Baja Coast,Insect,Insect,2004,2004,2200
Southern Coastal Plain,Insect,Insect,2004,2004,10000
Southern Florida Coastal Plain,Insect,Insect,2004,2004,0
Southern Michigan/Northern Indiana Drift Plains,Insect,Insect,2004,2004,0
Southern Rockies,Insect,Insect,2004,2004,459000
Southern Texas Plains,Insect,Insect,2004,2004,0
Southwestern Appalachians,Insect,Insect,2004,2004,100
Southwestern Tablelands,Insect,Insect,2004,2004,13000
Texas Blackland Prairies,Insect,Insect,2004,2004,0
Wasatch and Uinta Mountains,Insect,Insect,2004,2004,188100
Western Allegheny Plateau,Insect,Insect,2004,2004,0
Western Corn Belt Plains,Insect,Insect,2004,2004,0
Western Gulf Coastal Plain,Insect,Insect,2004,2004,0
Willamette Valley,Insect,Insect,2004,2004,5500
Wyoming Basin,Insect,Insect,2004,2004,23900
Acadian Plains and Hills,Insect,Insect,2005,2005,1900
Arizona/New Mexico Mountains,Insect,Insect,2005,2005,41000
Arizona/New Mexico Plateau,Insect,Insect,2005,2005,2900
Arkansas Valley,Insect,Insect,2005,2005,0
Atlantic Coastal Pine Barrens,Insect,Insect,2005,2005,3800
Blue Mountains,Insect,Insect,2005,2005,68900
Blue Ridge,Insect,Insect,2005,2005,3000
Boston Mountains,Insect,Insect,2005,2005,0
Canadian Rockies,Insect,Insect,2005,2005,45000
Cascades,Insect,Insect,2005,2005,225200
Central Appalachians,Insect,Insect,2005,2005,0
Central Basin and Range,Insect,Insect,2005,2005,15600
Central California Foothills and Coastal Mountains,Insect,Insect,2005,2005,3100
Central California Valley,Insect,Insect,2005,2005,0
Central Corn Belt Plains,Insect,Insect,2005,2005,0
Central Great Plains,Insect,Insect,2005,2005,0
Central Irregular Plains,Insect,Insect,2005,2005,0
Chihuahuan Deserts,Insect,Insect,2005,2005,0
Coast Range,Insect,Insect,2005,2005,62000
Colorado Plateaus,Insect,Insect,2005,2005,25100
Columbia Plateau,Insect,Insect,2005,2005,5500
Cross Timbers,Insect,Insect,2005,2005,0
Driftless Area,Insect,Insect,2005,2005,0
East Central Texas Plains,Insect,Insect,2005,2005,0
Eastern Cascades Slopes and Foothills,Insect,Insect,2005,2005,173500
Eastern Corn Belt Plains,Insect,Insect,2005,2005,0
Eastern Great Lakes Lowlands,Insect,Insect,2005,2005,6100
Edwards Plateau,Insect,Insect,2005,2005,0
Erie Drift Plain,Insect,Insect,2005,2005,0
Flint Hills,Insect,Insect,2005,2005,0
High Plains,Insect,Insect,2005,2005,400
Huron/Erie Lake Plains,Insect,Insect,2005,2005,0
Idaho Batholith,Insect,Insect,2005,2005,222900
Interior Plateau,Insect,Insect,2005,2005,0
Interior River Valleys and Hills,Insect,Insect,2005,2005,0
Klamath Mountains/California High North Coast Range,Insect,Insect,2005,2005,54200
Lake Agassiz Plain,Insect,Insect,2005,2005,0
Madrean Archipelago,Insect,Insect,2005,2005,100
Middle Atlantic Coastal Plain,Insect,Insect,2005,2005,400
Middle Rockies,Insect,Insect,2005,2005,506000
Mississippi Alluvial Plain,Insect,Insect,2005,2005,0
Mississippi Valley Loess Plains,Insect,Insect,2005,2005,0
Mojave Basin and Range,Insect,Insect,2005,2005,600
Nebraska Sand Hills,Insect,Insect,2005,2005,200
North Cascades,Insect,Insect,2005,2005,125900
North Central Appalachians,Insect,Insect,2005,2005,0
North Central Hardwood Forests,Insect,Insect,2005,2005,0
Northeastern Coastal Zone,Insect,Insect,2005,2005,61500
Northeastern Highlands,Insect,Insect,2005,2005,76000
Northern Allegheny Plateau,Insect,Insect,2005,2005,2300
Northern Basin and Range,Insect,Insect,2005,2005,14100
Northern Glaciated Plains,Insect,Insect,2005,2005,0
Northern Lakes and Forests,Insect,Insect,2005,2005,0
Northern Minnesota Wetlands,Insect,Insect,2005,2005,0
Northern Piedmont,Insect,Insect,2005,2005,0
Northern Rockies,Insect,Insect,2005,2005,309700
Northwestern Glaciated Plains,Insect,Insect,2005,2005,0
Northwestern Great Plains,Insect,Insect,2005,2005,7100
Ouachita Mountains,Insect,Insect,2005,2005,0
Ozark Highlands,Insect,Insect,2005,2005,0
Piedmont,Insect,Insect,2005,2005,600
Puget Lowland,Insect,Insect,2005,2005,15200
Ridge and Valley,Insect,Insect,2005,2005,700
Sierra Nevada,Insect,Insect,2005,2005,213200
Snake River Plain,Insect,Insect,2005,2005,200
Sonoran Basin and Range,Insect,Insect,2005,2005,0
South Central Plains,Insect,Insect,2005,2005,0
Southeastern Plains,Insect,Insect,2005,2005,0
Southeastern Wisconsin Till Plains,Insect,Insect,2005,2005,0
Southern California Mountains,Insect,Insect,2005,2005,10000
Southern California/Northern Baja Coast,Insect,Insect,2005,2005,300
Southern Coastal Plain,Insect,Insect,2005,2005,0
Southern Florida Coastal Plain,Insect,Insect,2005,2005,0
Southern Michigan/Northern Indiana Drift Plains,Insect,Insect,2005,2005,0
Southern Rockies,Insect,Insect,2005,2005,534300
Southern Texas Plains,Insect,Insect,2005,2005,0
Southwestern Appalachians,Insect,Insect,2005,2005,1600
Southwestern Tablelands,Insect,Insect,2005,2005,0
Texas Blackland Prairies,Insect,Insect,2005,2005,0
Wasatch and Uinta Mountains,Insect,Insect,2005,2005,129000
Western Allegheny Plateau,Insect,Insect,2005,2005,0
Western Corn Belt Plains,Insect,Insect,2005,2005,0
Western Gulf Coastal Plain,Insect,Insect,2005,2005,0
Willamette Valley,Insect,Insect,2005,2005,2000
Wyoming Basin,Insect,Insect,2005,2005,16400
Acadian Plains and Hills,Insect,Insect,2006,2006,2734700
Arizona/New Mexico Mountains,Insect,Insect,2006,2006,54200
Arizona/New Mexico Plateau,Insect,Insect,2006,2006,6100
Arkansas Valley,Insect,Insect,2006,2006,0
Atlantic Coastal Pine Barrens,Insect,Insect,2006,2006,0
Blue Mountains,Insect,Insect,2006,2006,41300
Blue Ridge,Insect,Insect,2006,2006,1900
Boston Mountains,Insect,Insect,2006,2006,0
Canadian Rockies,Insect,Insect,2006,2006,28000
Cascades,Insect,Insect,2006,2006,139300
Central Appalachians,Insect,Insect,2006,2006,0
Central Basin and Range,Insect,Insect,2006,2006,7900
Central California Foothills and Coastal Mountains,Insect,Insect,2006,2006,14500
Central California Valley,Insect,Insect,2006,2006,0
Central Corn Belt Plains,Insect,Insect,2006,2006,0
Central Great Plains,Insect,Insect,2006,2006,0
Central Irregular Plains,Insect,Insect,2006,2006,0
Chihuahuan Deserts,Insect,Insect,2006,2006,0
Coast Range,Insect,Insect,2006,2006,107100
Colorado Plateaus,Insect,Insect,2006,2006,2600
Columbia Plateau,Insect,Insect,2006,2006,2000
Cross Timbers,Insect,Insect,2006,2006,0
Driftless Area,Insect,Insect,2006,2006,0
East Central Texas Plains,Insect,Insect,2006,2006,0
Eastern Cascades Slopes and Foothills,Insect,Insect,2006,2006,130600
Eastern Corn Belt Plains,Insect,Insect,2006,2006,0
Eastern Great Lakes Lowlands,Insect,Insect,2006,2006,1700
Edwards Plateau,Insect,Insect,2006,2006,0
Erie Drift Plain,Insect,Insect,2006,2006,0
Flint Hills,Insect,Insect,2006,2006,0
High Plains,Insect,Insect,2006,2006,300
Huron/Erie Lake Plains,Insect,Insect,2006,2006,0
Idaho Batholith,Insect,Insect,2006,2006,116900
Interior Plateau,Insect,Insect,2006,2006,0
Interior River Valleys and Hills,Insect,Insect,2006,2006,0
Klamath Mountains/California High North Coast Range,Insect,Insect,2006,2006,37800
Lake Agassiz Plain,Insect,Insect,2006,2006,0
Madrean Archipelago,Insect,Insect,2006,2006,500
Middle Atlantic Coastal Plain,Insect,Insect,2006,2006,0
Middle Rockies,Insect,Insect,2006,2006,399300
Mississippi Alluvial Plain,Insect,Insect,2006,2006,0
Mississippi Valley Loess Plains,Insect,Insect,2006,2006,0
Mojave Basin and Range,Insect,Insect,2006,2006,100
Nebraska Sand Hills,Insect,Insect,2006,2006,1400
North Cascades,Insect,Insect,2006,2006,87400
North Central Appalachians,Insect,Insect,2006,2006,0
North Central Hardwood Forests,Insect,Insect,2006,2006,0
Northeastern Coastal Zone,Insect,Insect,2006,2006,100
Northeastern Highlands,Insect,Insect,2006,2006,155800
Northern Allegheny Plateau,Insect,Insect,2006,2006,800
Northern Basin and Range,Insect,Insect,2006,2006,3300
Northern Glaciated Plains,Insect,Insect,2006,2006,0
Northern Lakes and Forests,Insect,Insect,2006,2006,0
Northern Minnesota Wetlands,Insect,Insect,2006,2006,0
Northern Piedmont,Insect,Insect,2006,2006,0
Northern Rockies,Insect,Insect,2006,2006,131000
Northwestern Glaciated Plains,Insect,Insect,2006,2006,0
Northwestern Great Plains,Insect,Insect,2006,2006,1800
Ouachita Mountains,Insect,Insect,2006,2006,0
Ozark Highlands,Insect,Insect,2006,2006,0
Piedmont,Insect,Insect,2006,2006,0
Puget Lowland,Insect,Insect,2006,2006,14500
Ridge and Valley,Insect,Insect,2006,2006,600
Sierra Nevada,Insect,Insect,2006,2006,100900
Snake River Plain,Insect,Insect,2006,2006,0
Sonoran Basin and Range,Insect,Insect,2006,2006,0
South Central Plains,Insect,Insect,2006,2006,400
Southeastern Plains,Insect,Insect,2006,2006,2100
Southeastern Wisconsin Till Plains,Insect,Insect,2006,2006,0
Southern California Mountains,Insect,Insect,2006,2006,24700
Southern California/Northern Baja Coast,Insect,Insect,2006,2006,0
Southern Coastal Plain,Insect,Insect,2006,2006,900
Southern Florida Coastal Plain,Insect,Insect,2006,2006,0
Southern Michigan/Northern Indiana Drift Plains,Insect,Insect,2006,2006,0
Southern Rockies,Insect,Insect,2006,2006,552100
Southern Texas Plains,Insect,Insect,2006,2006,0
Southwestern Appalachians,Insect,Insect,2006,2006,0
Southwestern Tablelands,Insect,Insect,2006,2006,1400
Texas Blackland Prairies,Insect,Insect,2006,2006,0
Wasatch and Uinta Mountains,Insect,Insect,2006,2006,48700
Western Allegheny Plateau,Insect,Insect,2006,2006,0
Western Corn Belt Plains,Insect,Insect,2006,2006,0
Western Gulf Coastal Plain,Insect,Insect,2006,2006,0
Willamette Valley,Insect,Insect,2006,2006,2000
Wyoming Basin,Insect,Insect,2006,2006,4800
Acadian Plains and Hills,Insect,Insect,2007,2007,800
Arizona/New Mexico Mountains,Insect,Insect,2007,2007,23000
Arizona/New Mexico Plateau,Insect,Insect,2007,2007,2300
Arkansas Valley,Insect,Insect,2007,2007,0
Atlantic Coastal Pine Barrens,Insect,Insect,2007,2007,2100
Blue Mountains,Insect,Insect,2007,2007,49700
Blue Ridge,Insect,Insect,2007,2007,9500
Boston Mountains,Insect,Insect,2007,2007,0
Canadian Rockies,Insect,Insect,2007,2007,31000
Cascades,Insect,Insect,2007,2007,153900
Central Appalachians,Insect,Insect,2007,2007,0
Central Basin and Range,Insect,Insect,2007,2007,9700
Central California Foothills and Coastal Mountains,Insect,Insect,2007,2007,10100
Central California Valley,Insect,Insect,2007,2007,0
Central Corn Belt Plains,Insect,Insect,2007,2007,0
Central Great Plains,Insect,Insect,2007,2007,0
Central Irregular Plains,Insect,Insect,2007,2007,0
Chihuahuan Deserts,Insect,Insect,2007,2007,0
Coast Range,Insect,Insect,2007,2007,85000
Colorado Plateaus,Insect,Insect,2007,2007,4300
Columbia Plateau,Insect,Insect,2007,2007,3500
Cross Timbers,Insect,Insect,2007,2007,0
Driftless Area,Insect,Insect,2007,2007,0
East Central Texas Plains,Insect,Insect,2007,2007,0
Eastern Cascades Slopes and Foothills,Insect,Insect,2007,2007,177300
Eastern Corn Belt Plains,Insect,Insect,2007,2007,0
Eastern Great Lakes Lowlands,Insect,Insect,2007,2007,11500
Edwards Plateau,Insect,Insect,2007,2007,0
Erie Drift Plain,Insect,Insect,2007,2007,100
Flint Hills,Insect,Insect,2007,2007,0
High Plains,Insect,Insect,2007,2007,500
Huron/Erie Lake Plains,Insect,Insect,2007,2007,0
Idaho Batholith,Insect,Insect,2007,2007,90000
Interior Plateau,Insect,Insect,2007,2007,0
Interior River Valleys and Hills,Insect,Insect,2007,2007,0
Klamath Mountains/California High North Coast Range,Insect,Insect,2007,2007,70200
Lake Agassiz Plain,Insect,Insect,2007,2007,0
Madrean Archipelago,Insect,Insect,2007,2007,1400
Middle Atlantic Coastal Plain,Insect,Insect,2007,2007,1300
Middle Rockies,Insect,Insect,2007,2007,596700
Mississippi Alluvial Plain,Insect,Insect,2007,2007,0
Mississippi Valley Loess Plains,Insect,Insect,2007,2007,0
Mojave Basin and Range,Insect,Insect,2007,2007,100
Nebraska Sand Hills,Insect,Insect,2007,2007,1500
North Cascades,Insect,Insect,2007,2007,88000
North Central Appalachians,Insect,Insect,2007,2007,1100
North Central Hardwood Forests,Insect,Insect,2007,2007,0
Northeastern Coastal Zone,Insect,Insect,2007,2007,3300
Northeastern Highlands,Insect,Insect,2007,2007,69500
Northern Allegheny Plateau,Insect,Insect,2007,2007,5200
Northern Basin and Range,Insect,Insect,2007,2007,6400
Northern Glaciated Plains,Insect,Insect,2007,2007,0
Northern Lakes and Forests,Insect,Insect,2007,2007,0
Northern Minnesota Wetlands,Insect,Insect,2007,2007,0
Northern Piedmont,Insect,Insect,2007,2007,0
Northern Rockies,Insect,Insect,2007,2007,157800
Northwestern Glaciated Plains,Insect,Insect,2007,2007,0
Northwestern Great Plains,Insect,Insect,2007,2007,900
Ouachita Mountains,Insect,Insect,2007,2007,0
Ozark Highlands,Insect,Insect,2007,2007,0
Piedmont,Insect,Insect,2007,2007,3500
Puget Lowland,Insect,Insect,2007,2007,12700
Ridge and Valley,Insect,Insect,2007,2007,200
Sierra Nevada,Insect,Insect,2007,2007,62700
Snake River Plain,Insect,Insect,2007,2007,200
Sonoran Basin and Range,Insect,Insect,2007,2007,0
South Central Plains,Insect,Insect,2007,2007,0
Southeastern Plains,Insect,Insect,2007,2007,400
Southeastern Wisconsin Till Plains,Insect,Insect,2007,2007,0
Southern California Mountains,Insect,Insect,2007,2007,2400
Southern California/Northern Baja Coast,Insect,Insect,2007,2007,200
Southern Coastal Plain,Insect,Insect,2007,2007,0
Southern Florida Coastal Plain,Insect,Insect,2007,2007,0
Southern Michigan/Northern Indiana Drift Plains,Insect,Insect,2007,2007,0
Southern Rockies,Insect,Insect,2007,2007,706700
Southern Texas Plains,Insect,Insect,2007,2007,0
Southwestern Appalachians,Insect,Insect,2007,2007,100
Southwestern Tablelands,Insect,Insect,2007,2007,700
Texas Blackland Prairies,Insect,Insect,2007,2007,0
Wasatch and Uinta Mountains,Insect,Insect,2007,2007,201200
Western Allegheny Plateau,Insect,Insect,2007,2007,0
Western Corn Belt Plains,Insect,Insect,2007,2007,0
Western Gulf Coastal Plain,Insect,Insect,2007,2007,0
